timestamp,temp,voltage,current,vibration,humidity,pressure,power,status,hour,day_of_week,is_daytime,power_calc,efficiency,vibration_sq,vib_rolling_mean,vib_rolling_std,voltage_delta,status_code,maintenance_risk,maintenance_flag
2024-01-01 00:00:00,24.83,12.605,0.975,3.55,54.48,1012.33,12.335,normal,0,0,0,12.289875,1.0,12.6025,3.55,0.0,0.0,0,0.2387933286972369,0
2024-01-01 00:05:00,25.65,12.598,1.059,4.13,57.07,1013.78,13.291,normal,0,0,0,13.341282,0.996231096831624,17.0569,3.84,0.4101219330881976,0.0069999999999996,0,0.1633469016753818,0
2024-01-01 00:10:00,25.3,12.906,1.339,11.68,58.93,1013.25,15.572,warning,0,0,0,17.281134,0.9010982728332526,136.42239999999998,6.453333333333333,4.535706486682459,0.3079999999999998,1,0.768902428198268,1
2024-01-01 00:15:00,25.3,12.427,0.684,13.09,57.35,1006.32,7.62,critical,0,0,0,8.500068,0.8964634165279618,171.3481,8.1125,4.972567244391975,0.479000000000001,2,0.8712218990187569,1
2024-01-01 00:20:00,26.02,12.456,1.042,4.7,51.99,1012.48,12.982,normal,0,0,0,12.979152,1.0,22.090000000000003,7.43,4.568790868490262,0.0289999999999999,0,0.383888402744499,0
2024-01-01 00:25:00,25.55,12.43,1.09,4.37,54.25,1021.4,13.665,normal,0,0,0,13.5487,1.0,19.0969,6.919999999999999,4.273134680770078,0.0259999999999998,0,0.2959779316144555,0
2024-01-01 00:30:00,24.02,12.713,0.874,5.54,51.7,1017.61,11.07,normal,0,0,0,11.111161999999998,0.9962954369668988,30.6916,7.251666666666668,4.029538021494109,0.2829999999999995,0,0.4009081024221409,1
2024-01-01 00:35:00,23.82,12.722,1.157,14.38,52.7,1002.42,13.363,critical,0,0,0,14.719354,0.9078523418894606,206.78440000000003,8.96,4.576981538088176,0.0090000000000003,2,0.8760743609651304,1
2024-01-01 00:40:00,24.31,12.703,1.044,4.87,59.02,1002.45,13.226,normal,0,0,0,13.261932,0.9972905908430236,23.716900000000003,7.825,4.61181417665543,0.0190000000000001,0,0.41271913271126326,1
2024-01-01 00:45:00,24.65,12.6,1.322,4.28,49.48,1006.51,16.656,normal,0,0,0,16.6572,0.9999279590807578,18.3184,6.3566666666666665,3.956132791839357,0.1029999999999997,0,0.2755937067121391,0
2024-01-01 00:50:00,25.55,12.309,1.122,4.69,55.42,1005.6,13.872,normal,0,0,0,13.810698,1.0,21.9961,6.355,3.956972327424088,0.2910000000000003,0,0.20859135362235903,0
2024-01-01 00:55:00,24.96,12.458,0.931,4.12,60.86,1010.85,11.589,normal,0,0,0,11.598398,0.9991897156831486,16.9744,6.313333333333335,3.983283402755404,0.1490000000000009,0,0.26874290392727795,0
2024-01-01 01:00:00,37.5,12.435,1.662,7.61,51.28,1006.95,18.992,warning,1,0,0,20.66697,0.9189542540585292,57.9121,6.658333333333334,3.992540127120412,0.0229999999999996,1,0.678123000561034,1
2024-01-01 01:05:00,27.93,12.504,1.197,14.65,51.07,1010.81,13.479,critical,1,0,0,14.967288,0.9005639498618587,214.6225,6.703333333333333,4.097129076154017,0.068999999999999,2,0.7252084682774005,1
2024-01-01 01:10:00,27.93,14.0,0.77,4.57,48.5,1012.27,10.775,critical,1,0,0,10.78,0.9995361781076066,20.8849,6.653333333333333,4.125708020045368,1.4960000000000004,2,0.40289057041133003,1
2024-01-01 01:10:00,27.93,14.0,0.77,4.57,48.5,1012.27,10.775,critical,1,0,0,10.78,0.9995361781076066,20.8849,6.701666666666668,4.093919474863505,0.0,2,0.40560495048411815,1
2024-01-01 01:20:00,24.46,12.534,1.367,4.79,51.71,1007.11,17.145,normal,1,0,0,17.133978000000003,1.0,22.9441,6.718333333333334,4.084284106996803,1.4659999999999993,0,0.28743448413398187,0
2024-01-01 01:25:00,26.52,12.692,1.237,4.98,52.65,1005.46,15.712,normal,1,0,0,15.700004000000002,1.0,24.800400000000003,6.861666666666667,3.988836505381823,0.1579999999999994,0,0.23538366639253883,0
2024-01-01 01:30:00,26.42,12.573,1.253,4.97,50.67,1019.31,15.652,normal,1,0,0,15.753969,0.9935274088707424,24.7009,6.421666666666667,4.03511792475346,0.1189999999999997,0,0.2231802097043335,0
2024-01-01 01:35:00,25.5,12.785,1.204,4.75,51.38,1006.95,15.308,normal,1,0,0,15.39314,0.994468964746634,22.5625,4.771666666666667,0.1815947870030302,0.2119999999999997,0,0.14426759987353088,0
2024-01-01 01:40:00,27.56,12.984,1.292,5.22,56.53,1015.92,16.752,normal,1,0,0,16.775328000000002,0.9986093863559626,27.2484,4.88,0.225743216952379,0.1989999999999998,0,0.12483069013444392,0
2024-01-01 01:45:00,26.83,12.832,1.266,5.01,55.88,1015.43,16.28,normal,1,0,0,16.245312000000002,1.0,25.1001,4.953333333333333,0.1693123346560298,0.1519999999999992,0,0.10761031074337801,0
2024-01-01 01:50:00,24.09,12.825,1.247,5.16,55.97,1018.03,15.956,normal,1,0,0,15.992775,0.9977005241429332,26.6256,5.015,0.1652573750245619,0.0070000000000014,0,0.1621933748255756,0
2024-01-01 01:55:00,25.15,12.516,1.324,5.15,54.32,1021.54,16.65,normal,1,0,0,16.571184000000002,1.0,26.522500000000004,5.043333333333334,0.1724722199853511,0.3089999999999993,0,0.13767526675205288,0
2024-01-01 02:00:00,26.56,13.046,1.31,5.43,48.98,1022.04,17.093,normal,2,0,0,17.09026,1.0,29.4849,5.12,0.2269801753457964,0.5299999999999994,0,0.11220240092349465,0
2024-01-01 02:05:00,27.58,12.947,1.512,5.93,51.02,1012.81,19.63,normal,2,0,0,19.575864,1.0,35.1649,5.316666666666666,0.3300706994973573,0.0990000000000002,0,0.11532997254205613,0
2024-01-01 02:10:00,26.78,11.618,1.387,5.94,53.35,1015.5,16.178,warning,2,0,0,16.114166,1.0,35.28360000000001,5.4366666666666665,0.4092757831422164,1.3289999999999988,1,0.08327511344276206,0
2024-01-01 02:15:00,28.37,12.937,1.364,5.72,47.6,1010.91,17.672,normal,2,0,0,17.646068,1.0,32.718399999999995,5.555,0.3610401639707244,1.318999999999999,0,0.06313013840145243,0
2024-01-01 02:20:00,26.69,12.848,1.35,5.31,47.37,1025.68,17.395,normal,2,0,0,17.344800000000003,1.0,28.196099999999998,5.580000000000001,0.3322649545167345,0.0889999999999986,0,0.034947342749537924,0
2024-01-01 02:25:00,28.38,13.102,1.45,5.63,48.4,1012.88,19.05,normal,2,0,0,18.9979,1.0,31.6969,5.66,0.2573713270743414,0.2539999999999995,0,0.0797969352487563,0
2024-01-01 02:30:00,26.52,12.972,1.375,5.2,49.32,1023.83,17.858,normal,2,0,0,17.8365,1.0,27.040000000000003,5.621666666666666,0.3101881149668283,0.1300000000000007,0,0.04713792051286447,0
2024-01-01 02:35:00,27.27,14.0,1.46,7.04,51.69,1009.74,20.435,warning,2,0,0,20.44,0.9997553816046968,49.5616,5.806666666666666,0.662168155883892,1.0280000000000005,1,0.24618405562013157,0
2024-01-01 02:40:00,28.88,12.893,1.455,6.61,54.81,1006.5,18.761,normal,2,0,0,18.759315,1.0,43.6921,5.918333333333334,0.7409565889218304,1.106999999999999,0,0.13154412481756206,0
2024-01-01 02:45:00,26.89,12.81,1.457,5.76,48.23,1012.58,18.744,normal,2,0,0,18.66417,1.0,33.1776,5.925,0.7389925574726769,0.0830000000000001,0,0.018672975917964796,0
2024-01-01 02:50:00,25.76,13.047,1.458,5.37,44.54,1009.78,19.122,normal,2,0,0,19.022526,1.0,28.8369,5.935,0.7293490248159707,0.2370000000000001,0,0.0643824410370144,0
2024-01-01 02:55:00,28.18,12.939,1.536,6.27,44.29,1016.32,19.912,normal,2,0,0,19.874304,1.0,39.31289999999999,6.041666666666667,0.7225902481120777,0.1080000000000005,0,0.016796395523843932,0
2024-01-01 03:00:00,27.72,10.0,0.969,5.12,46.67,1010.61,9.148,warning,3,0,0,9.69,0.9440660474716204,26.2144,6.028333333333333,0.7417119836342635,2.939,1,0.1360261010110363,0
2024-01-01 03:05:00,30.95,13.562,1.787,14.08,49.86,1001.65,21.784,critical,3,0,0,24.235294,0.8988543732954096,198.2464,7.201666666666667,3.414565370097149,3.5619999999999994,2,0.7467741889576056,1
2024-01-01 03:10:00,27.54,13.104,1.605,6.69,48.56,1014.21,21.118,normal,3,0,0,21.03192,1.0,44.7561,7.215,3.4119481238729303,0.4580000000000002,0,0.2443896077465284,0
2024-01-01 03:15:00,26.18,13.392,1.569,6.5,47.15,1021.45,21.003,normal,3,0,0,21.012048,0.9995693899043064,42.25,7.338333333333334,3.361841261372505,0.2880000000000002,0,0.2755702537386939,0
